"Serie","Periodo","Sexo|Total","Sexo|Hombres","Sexo|Mujeres","Grupo_de_edad|Menores_de_18_años","Grupo_de_edad|De_18_años_o_más","Grupo_de_edad|Entre_12_y_29_años_de_edad","Grupo_de_edad|De_0_a_11_años_y_de_30_años_o_más","Grupo_de_edad|De_65_años_o_más","Grupo_de_edad|Menores_de_65_años",
"Población_sin_carencia_por_acceso_a_la_seguridad_social,_por_desglose_geográfico","2022","64,206.969","30,083.542","34,123.427","15,626.996","48,579.973","15,893.878","48,313.091","9,969.655","54,237.314",
"Población_sin_carencia_por_acceso_a_la_seguridad_social,_por_desglose_geográfico","2020","60,775.701","28,638.583","32,137.118","15,548.648","45,227.053","15,535.648","45,240.053","8,462.44","52,313.261",
"Población_sin_carencia_por_acceso_a_la_seguridad_social,_por_desglose_geográfico","2018","57,626.038","27,475.934","30,150.104","16,090.928","41,535.11","15,671.733","41,954.305","6,046.193","51,579.845",
"Población_sin_carencia_por_acceso_a_la_seguridad_social,_por_desglose_geográfico","2016","55,426.683","26,411.588","29,015.095","16,193.673","39,233.01","15,037.808","40,388.875","5,562.565","49,864.118",
