"Serie","Periodo","Sexo|Total","Sexo|Hombres","Sexo|Mujeres","Grupo_de_edad|Menores_de_18_años","Grupo_de_edad|De_18_años_o_más","Grupo_de_edad|Entre_12_y_29_años_de_edad","Grupo_de_edad|De_0_a_11_años_y_de_30_años_o_más","Grupo_de_edad|De_65_años_o_más","Grupo_de_edad|Menores_de_65_años",
"Proporción_de_la_población_cubierta_por_sistemas_o_niveles_mínimos_de_protección_social,_desglosada_por_sexo_y_grupos_edad","2022","49.816227169","48.68907","50.85413","41.99918","52.98874","42.10749","53.00877","79.19806","46.63594",
"Proporción_de_la_población_cubierta_por_sistemas_o_niveles_mínimos_de_protección_social,_desglosada_por_sexo_y_grupos_edad","2020","47.952215102","46.73946","49.08723","41.97254","50.42181","40.71153","51.07144","71.20027","45.5465",
"Proporción_de_la_población_cubierta_por_sistemas_o_niveles_mínimos_de_protección_social,_desglosada_por_sexo_y_grupos_edad","2018","46.537495443","45.70111","47.32681","41.32492","48.92843","41.41593","48.79131","58.64127","45.43814",
"Proporción_de_la_población_cubierta_por_sistemas_o_niveles_mínimos_de_protección_social,_desglosada_por_sexo_y_grupos_edad","2016","45.885240859","45.18376","46.54299","40.71039","48.42601","40.66537","48.18827","58.87424","44.78306",
