"Serie","cvegeo","Entidad_federativa","Periodo","Sexo|Total","Sexo|Hombres","Sexo|Mujeres",
"Tiempo_de_trabajo_remunerado",	00,"Estados_Unidos_Mexicanos","2024","47.79356145","51.85913436","42.32352074",
"Tiempo_de_trabajo_remunerado",	01,"Aguascalientes","2024","47.13208769","50.46012291","42.44224653",
"Tiempo_de_trabajo_remunerado",	02,"Baja_California","2024","46.07432704","49.52810067","41.51089005",
"Tiempo_de_trabajo_remunerado",	03,"Baja_California_Sur","2024","48.639552","51.73646683","44.67509478",
"Tiempo_de_trabajo_remunerado",	04,"Campeche","2024","46.52005676","50.55923388","40.78363929",
"Tiempo_de_trabajo_remunerado",	05,"Coahuila_de_Zaragoza","2024","49.87252454","53.40328992","44.73852937",
"Tiempo_de_trabajo_remunerado",	06,"Colima","2024","47.93693723","51.66120416","43.05101643",
"Tiempo_de_trabajo_remunerado",	07,"Chiapas","2024","43.39185088","47.53562675","36.69881782",
"Tiempo_de_trabajo_remunerado",	08,"Chihuahua","2024","46.51531966","49.97734774","41.76961367",
"Tiempo_de_trabajo_remunerado",	09,"Ciudad_de_México","2024","51.05945242","54.64853017","46.96584553",
"Tiempo_de_trabajo_remunerado",	10,"Durango","2024","45.52496994","50.20921684","39.90138908",
"Tiempo_de_trabajo_remunerado",	11,"Guanajuato","2024","48.91872235","52.17313899","44.0944786",
"Tiempo_de_trabajo_remunerado",	12,"Guerrero","2024","43.3349466","47.94595115","37.65147854",
"Tiempo_de_trabajo_remunerado",	13,"Hidalgo","2024","48.8409662","53.72873384","43.13758883",
"Tiempo_de_trabajo_remunerado",	14,"Jalisco","2024","47.81299412","51.6780504","42.59864011",
"Tiempo_de_trabajo_remunerado",	15,"México","2024","51.24046546","55.14278527","45.59898657",
"Tiempo_de_trabajo_remunerado",	16,"Michoacán_de_Ocampo","2024","45.98959663","49.43912208","41.40793811",
"Tiempo_de_trabajo_remunerado",	17,"Morelos","2024","48.65795813","53.7119955","42.20646695",
"Tiempo_de_trabajo_remunerado",	18,"Nayarit","2024","44.84960902","48.66238201","39.56144874",
