"Periodo","cvegeo","Entidad_federativa","Porcentaje_de_mujeres_en_edad_fértil_(15_a_49_años)_unidas_con_demanda_satisfecha_de_métodos_anticonceptivos_modernos",
"2023",	00,"Estados Unidos Mexicanos","82.4448125155288",
"2023",	01,"Aguascalientes","80.8797993440093",
"2023",	02,"Baja California","87.2660111951149",
"2023",	03,"Baja California Sur","87.072699899323",
"2023",	04,"Campeche","77.9429175809431",
"2023",	05,"Coahuila de Zaragoza","85.1550572059718",
"2023",	06,"Colima","84.0636299573721",
"2023",	07,"Chiapas","77.0297303564793",
"2023",	08,"Chihuahua","86.2398447450859",
"2023",	09,"Ciudad de México","84.9697512936424",
"2023",	10,"Durango","85.6889830100592",
"2023",	11,"Guanajuato","80.3372913256519",
"2023",	12,"Guerrero","77.813946165769",
"2023",	13,"Hidalgo","84.4212036490189",
"2023",	14,"Jalisco","80.8819599301911",
"2023",	15,"México","87.2199176221098",
"2023",	16,"Michoacán de Ocampo","76.4046471900422",
"2023",	17,"Morelos","82.387753105742",
"2023",	18,"Nayarit","84.1605687598087",
"2023",	19,"Nuevo León","83.2892333077966",
"2023",	20,"Oaxaca","77.678337751068",
"2023",	21,"Puebla","79.2659781940027",
"2023",	22,"Querétaro","80.0402153511466",
"2023",	23,"Quintana Roo","82.8299158984563",
"2023",	24,"San Luis Potosí","81.9637980854404",
"2023",	25,"Sinaloa","86.8758533602798",
"2023",	26,"Sonora","85.6442583178959",
"2023",	27,"Tabasco","80.4159372638188",
"2023",	28,"Tamaulipas","80.9126723259115",
"2023",	29,"Tlaxcala","82.7581691904816",
"2023",	30,"Veracruz de Ignacio de la Llave","82.5627481101314",
"2023",	31,"Yucatán","78.1032659105333",
"2023",	32,"Zacatecas","79.5453201387794",
"2018",	00,"Estados Unidos Mexicanos","83.1444857639564",
"2018",	01,"Aguascalientes","81.0216384367461",
"2018",	02,"Baja California","87.2449398193349",
"2018",	03,"Baja California Sur","85.9940783949799",
"2018",	04,"Campeche","80.4179411900334",
"2018",	05,"Coahuila de Zaragoza","86.3954304753972",
"2018",	06,"Colima","82.0695371275556",
"2018",	07,"Chiapas","75.5653801581531",
"2018",	08,"Chihuahua","87.1410506295128",
"2018",	09,"Ciudad de México","87.2366120114837",
"2018",	10,"Durango","84.3550615851786",
"2018",	11,"Guanajuato","80.8033443721629",
"2018",	12,"Guerrero","78.7762101150423",
"2018",	13,"Hidalgo","86.4891145805197",
"2018",	14,"Jalisco","80.0984142138646",
"2018",	15,"México","86.4367008322615",
"2018",	16,"Michoacán de Ocampo","77.6298291647582",
"2018",	17,"Morelos","86.6617636956548",
"2018",	18,"Nayarit","84.2149272406803",
"2018",	19,"Nuevo León","83.4522547656521",
"2018",	20,"Oaxaca","80.4742476534729",
"2018",	21,"Puebla","80.6099348122694",
"2018",	22,"Querétaro","81.5673782164622",
"2018",	23,"Quintana Roo","80.0982414854693",
"2018",	24,"San Luis Potosí","84.1229237306322",
"2018",	25,"Sinaloa","87.5602789908314",
"2018",	26,"Sonora","88.1259921025358",
