"Serie","Periodo","hablantes_lengua_indígena|Total","hablantes_lengua_indígena|Hombres","hablantes_lengua_indígena|Mujeres",
"Horas_de_trabajo_remunerado","2019","181,082,112.3","129,246,410.4","51,835,701.9",
"Horas_de_trabajo_remunerado","2014","119,665,860.9","91,031,068.5","28,634,792.4",
