"Serie","Periodo","hablantes_lengua_indígena|Total","hablantes_lengua_indígena|Hombres","hablantes_lengua_indígena|Mujeres",
"Horas_de_trabajo_remunerado_y_no_remunerado_combinados","2019","409,434,470.4","184,000,364.8","225,434,105.6",
"Horas_de_trabajo_remunerado_y_no_remunerado_combinados","2014","286,111,449.9","127,404,357.4","158,707,092.5",
