"Serie","Periodo","hablantes_lengua_indígena|Total","hablantes_lengua_indígena|Hombres","hablantes_lengua_indígena|Mujeres",
"Horas_de_trabajo_no_remunerado","2019","228,352,358.1","54,753,954.4","173,598,403.7",
"Horas_de_trabajo_no_remunerado","2014","166,445,589.1","36,373,289","130,072,300.1",
