"Serie","Periodo","Segmento_de_la_población|40%_Mas_pobre_de_la_población_Desglose_poblacional|Nacional","Segmento_de_la_población|40%_Mas_pobre_de_la_población_Desglose_poblacional|Población_rural","Segmento_de_la_población|40%_Mas_pobre_de_la_población_Desglose_poblacional|Población_urbana","Segmento_de_la_población|40%_Mas_pobre_de_la_población_Desglose_poblacional|Hombres","Segmento_de_la_población|40%_Mas_pobre_de_la_población_Desglose_poblacional|Mujeres","Segmento_de_la_población|40%_Mas_pobre_de_la_población_Desglose_poblacional|Niñas,_niños_y_adolescentes_(0_a_17_años)","Segmento_de_la_población|40%_Mas_pobre_de_la_población_Desglose_poblacional|Jóvenes_(18_a_29_años)","Segmento_de_la_población|40%_Mas_pobre_de_la_población_Desglose_poblacional|Personas_adultas_(30_a_64_años)","Segmento_de_la_población|40%_Mas_pobre_de_la_población_Desglose_poblacional|Personas_adultas_mayores_(65_años_o_más)","Segmento_de_la_población|40%_Mas_pobre_de_la_población_Desglose_poblacional|Personas_con_discapacidad","Segmento_de_la_población|40%_Mas_pobre_de_la_población_Desglose_poblacional|Personas_indígenas","Segmento_de_la_población|Población_total_Desglose_poblacional|Nacional","Segmento_de_la_población|Población_total_Desglose_poblacional|Población_rural","Segmento_de_la_población|Población_total_Desglose_poblacional|Población_urbana","Segmento_de_la_población|Población_total_Desglose_poblacional|Hombres","Segmento_de_la_población|Población_total_Desglose_poblacional|Mujeres","Segmento_de_la_población|Población_total_Desglose_poblacional|Niñas,_niños_y_adolescentes_(0_a_17_años)","Segmento_de_la_población|Población_total_Desglose_poblacional|Jóvenes_(18_a_29_años)","Segmento_de_la_población|Población_total_Desglose_poblacional|Personas_adultas_(30_a_64_años)","Segmento_de_la_población|Población_total_Desglose_poblacional|Personas_adultas_mayores_(65_años_o_más)","Segmento_de_la_población|Población_total_Desglose_poblacional|Personas_con_discapacidad","Segmento_de_la_población|Población_total_Desglose_poblacional|Personas_indígenas",
"Tasas_de_crecimiento_per_cápita_de_los_gastos_o_ingresos_de_los_hogares_del_40%_más_pobre_de_la_población_y_la_población_total_,_desglosada_por_sexo,_edad,_ámbito_de_residencia,_pertenencia_étnica_y_personas_con_discapacidad","2022","11.39975925","11.0495541","12.01533818","11.37344581","11.42446501","11.00117586","12.09372942","11.45932569","11.5312673","11.15252628","12.21361095","7.641485725","8.340268533","7.96729985","7.999421435","7.314570617","6.733559834","7.906895609","8.045611691","6.312925757","8.017855411","9.920095845",
"Tasas_de_crecimiento_per_cápita_de_los_gastos_o_ingresos_de_los_hogares_del_40%_más_pobre_de_la_población_y_la_población_total_,_desglosada_por_sexo,_edad,_ámbito_de_residencia,_pertenencia_étnica_y_personas_con_discapacidad","2020","-3.224291796","-1.479337478","-4.71471478","-3.110981267","-3.327236409","-3.331095401","-3.509519855","-3.768964608","-0.309922162","ND","-1.300522569","-3.500262481","1.70377743","-4.735750695","-3.43831685","-3.552934017","-3.625010025","-4.649140679","-5.070240254","3.36336846","ND","-3.905846626",
"Tasas_de_crecimiento_per_cápita_de_los_gastos_o_ingresos_de_los_hogares_del_40%_más_pobre_de_la_población_y_la_población_total_,_desglosada_por_sexo,_edad,_ámbito_de_residencia,_pertenencia_étnica_y_personas_con_discapacidad","2018","2.21139252","2.31927525","2.354545111","2.186246527","2.234544856","2.089959875","2.194364982","2.503112034","1.43703037","ND","1.092338578","-1.247399163","2.983303","-1.439920639","-0.502227083","-1.963530462","0.970337248","-3.056265917","-1.412805546","-5.07831073","ND","1.515914406",
