"Serie","Periodo","Edades_(18_a_70_años)|Total","Edades_(18_a_70_años)|18_a_29_años","Edades_(18_a_70_años)|30_a_49_años","Edades_(18_a_70_años)|50_a_70_años",
"Porcentaje_de_la_población_entre_18_y_70_años_que_tiene_una_cuenta_en_un_banco_u_otra_institución_financiera,_por_grupos_de_edad","2024","76.53974","71.42947","79.93844","76.43828",
"Porcentaje_de_la_población_entre_18_y_70_años_que_tiene_una_cuenta_en_un_banco_u_otra_institución_financiera,_por_grupos_de_edad","2021","67.78282819","63.75568287","142.6559373","90.08586917",
"Porcentaje_de_la_población_entre_18_y_70_años_que_tiene_una_cuenta_en_un_banco_u_otra_institución_financiera,_por_grupos_de_edad","2018","68.32160488","60.16180776","74.05741588","68.06014733",
"Porcentaje_de_la_población_entre_18_y_70_años_que_tiene_una_cuenta_en_un_banco_u_otra_institución_financiera,_por_grupos_de_edad","2015","68.38713423","60.9481208","74.67575113","66.00838228",
