"Serie","Periodo","Sexo|Total","Sexo|Hombres","Sexo|Mujeres",
"Población_ocupada_de_15_años_y_más","2020","51,190,507","31,280,453","19,910,054",
"Población_ocupada_de_15_años_y_más","2019","54,993,594","33,501,774","21,491,820",
"Población_ocupada_de_15_años_y_más","2018","53,721,195","33,152,389","20,568,806",
"Población_ocupada_de_15_años_y_más","2017","52,340,749","32,428,170","19,912,580",
"Población_ocupada_de_15_años_y_más","2016","51,594,748","31,899,192","19,695,556",
"Población_ocupada_de_15_años_y_más","2015","50,611,332","31,383,701","19,227,631",
"Población_ocupada_de_15_años_y_más","2014","49,415,412","30,736,591","18,678,821",
"Población_ocupada_de_15_años_y_más","2013","49,227,313","30,398,121","18,829,192",
"Población_ocupada_de_15_años_y_más","2012","48,706,734","30,123,234","18,583,500",
"Población_ocupada_de_15_años_y_más","2011","47,138,887","29,385,687","17,753,201",
"Población_ocupada_de_15_años_y_más","2010","46,121,621","28,807,493","17,314,128",
"Población_ocupada_de_15_años_y_más","2009","45,435,352","28,326,771","17,108,581",
"Población_ocupada_de_15_años_y_más","2008","44,943,527","28,140,687","16,802,841",
"Población_ocupada_de_15_años_y_más","2007","44,231,248","27,631,038","16,600,210",
"Población_ocupada_de_15_años_y_más","2006","43,378,461","27,238,124","16,140,337",
"Población_ocupada_de_15_años_y_más","2005","42,079,136","26,687,187","15,391,950",
"Población_ocupada_de_15_años_y_más","2004","39,969,884","25,803,293","14,166,590",
"Población_ocupada_de_15_años_y_más","2003","39,126,829","25,529,708","13,597,120",
"Población_ocupada_de_15_años_y_más","2002","38,514,683","25,235,231","13,279,452",
"Población_ocupada_de_15_años_y_más","2001","37,934,910","24,877,066","13,057,844",
"Población_ocupada_de_15_años_y_más","2000","37,704,485","24,792,809","12,911,676",
"Población_ocupada_de_15_años_y_más","1999","36,774,938","24,460,085","12,314,853",
"Población_ocupada_de_15_años_y_más","1998","36,356,971","24,135,936","12,221,035",
"Población_ocupada_de_15_años_y_más","1997","35,425,187","23,515,814","11,909,373",
"Población_ocupada_de_15_años_y_más","1996","33,495,833","22,558,985","10,936,848",
"Población_ocupada_de_15_años_y_más","1995","32,174,886","21,778,402","10,396,484",
