"Serie","Periodo","Tipo_de_localidad|Nacional_Condición_de_embarazo|Total","Tipo_de_localidad|Nacional_Condición_de_embarazo|Embarazadas","Tipo_de_localidad|Nacional_Condición_de_embarazo|No_embarazadas","Tipo_de_localidad|Urbano_(localidades_de_2_500_y_más_habitantes)_Condición_de_embarazo|Total","Tipo_de_localidad|Urbano_(localidades_de_2_500_y_más_habitantes)_Condición_de_embarazo|Embarazadas","Tipo_de_localidad|Urbano_(localidades_de_2_500_y_más_habitantes)_Condición_de_embarazo|No_embarazadas","Tipo_de_localidad|Rural_(localidades_menores_a_2_500_habitantes)_Condición_de_embarazo|Total","Tipo_de_localidad|Rural_(localidades_menores_a_2_500_habitantes)_Condición_de_embarazo|Embarazadas","Tipo_de_localidad|Rural_(localidades_menores_a_2_500_habitantes)_Condición_de_embarazo|No_embarazadas",
"Total_de_mujeres_con_anemia","2024","4,229,676","277,620","3,952,055","3,380,749","27,416","3,353,333","848,926","250,205","598,722",
"Total_de_mujeres_con_anemia","2023","3,744,620","44,496","3,700,124","3,240,688","44,496","3,196,192","503,932","ND","503,932",
"Total_de_mujeres_con_anemia","2022","5,291,109","53,270","5,237,839","4,290,972","47,187","4,243,786","1,000,137","6,083","994,054",
