"Serie","Periodo","Sexo|Total_Traslado_al_trabajo_grupos_de_edad|15-19_años","Sexo|Total_Traslado_al_trabajo_grupos_de_edad|20-29_años","Sexo|Total_Traslado_al_trabajo_grupos_de_edad|30-39_años","Sexo|Total_Traslado_al_trabajo_grupos_de_edad|40-49_años","Sexo|Total_Traslado_al_trabajo_grupos_de_edad|50-59_años","Sexo|Total_Traslado_al_trabajo_grupos_de_edad|60_años_y_más","Sexo|Hombres_Traslado_al_trabajo_grupos_de_edad|15-19_años","Sexo|Hombres_Traslado_al_trabajo_grupos_de_edad|20-29_años","Sexo|Hombres_Traslado_al_trabajo_grupos_de_edad|30-39_años","Sexo|Hombres_Traslado_al_trabajo_grupos_de_edad|40-49_años","Sexo|Hombres_Traslado_al_trabajo_grupos_de_edad|50-59_años","Sexo|Hombres_Traslado_al_trabajo_grupos_de_edad|60_años_y_más","Sexo|Mujeres_Traslado_al_trabajo_grupos_de_edad|15-19_años","Sexo|Mujeres_Traslado_al_trabajo_grupos_de_edad|20-29_años","Sexo|Mujeres_Traslado_al_trabajo_grupos_de_edad|30-39_años","Sexo|Mujeres_Traslado_al_trabajo_grupos_de_edad|40-49_años","Sexo|Mujeres_Traslado_al_trabajo_grupos_de_edad|50-59_años","Sexo|Mujeres_Traslado_al_trabajo_grupos_de_edad|60_años_y_más",
"Tiempo_promedio_(en_minutos)_de_traslado_al_trabajo,_desglosado_por_grupo_de_edad","2024","232.1125886","334.3737761","354.9366617","356.7468618","359.5516882","312.8590617","240.2818992","351.7542623","384.0074901","380.2317299","388.3821833","332.9185239","216.4256317","310.4295021","318.7758815","327.2291749","318.991576","272.6677457",
"Tiempo_promedio_(en_minutos)_de_traslado_al_trabajo,_desglosado_por_grupo_de_edad","2019","262.3962423","382.572117","390.3041681","414.9634058","409.1326928","370.2180101","266.0111386","397.7952917","425.0706695","453.459884","436.5879362","396.4980595","255.5460575","359.7221423","342.4101033","362.5684267","364.761916","303.6548618",
"Tiempo_promedio_(en_minutos)_de_traslado_al_trabajo,_desglosado_por_grupo_de_edad","2014","275.9829864","361.1242981","392.6261605","381.5321555","378.5301424","344.4754578","288.0576762","383.8336187","423.5090001","410.2306653","414.1970203","368.6506621","250.6775693","325.4408274","346.7619606","340.2128268","316.4578704","278.5457762",
