"Serie","Periodo","Sexo|Total_Traslado_al_trabajo_grupos_de_edad|15-19_años","Sexo|Total_Traslado_al_trabajo_grupos_de_edad|20-29_años","Sexo|Total_Traslado_al_trabajo_grupos_de_edad|30-39_años","Sexo|Total_Traslado_al_trabajo_grupos_de_edad|40-49_años","Sexo|Total_Traslado_al_trabajo_grupos_de_edad|50-59_años","Sexo|Total_Traslado_al_trabajo_grupos_de_edad|60_años_y_más","Sexo|Hombres_Traslado_al_trabajo_grupos_de_edad|15-19_años","Sexo|Hombres_Traslado_al_trabajo_grupos_de_edad|20-29_años","Sexo|Hombres_Traslado_al_trabajo_grupos_de_edad|30-39_años","Sexo|Hombres_Traslado_al_trabajo_grupos_de_edad|40-49_años","Sexo|Hombres_Traslado_al_trabajo_grupos_de_edad|50-59_años","Sexo|Hombres_Traslado_al_trabajo_grupos_de_edad|60_años_y_más","Sexo|Mujeres_Traslado_al_trabajo_grupos_de_edad|15-19_años","Sexo|Mujeres_Traslado_al_trabajo_grupos_de_edad|20-29_años","Sexo|Mujeres_Traslado_al_trabajo_grupos_de_edad|30-39_años","Sexo|Mujeres_Traslado_al_trabajo_grupos_de_edad|40-49_años","Sexo|Mujeres_Traslado_al_trabajo_grupos_de_edad|50-59_años","Sexo|Mujeres_Traslado_al_trabajo_grupos_de_edad|60_años_y_más",
"Total_de_población_de_15_años_y_más_que_se_traslada_al_trabajo","2024","4,002,304","12,738,234","13,952,170","12,349,281","10,041,048","5,989,160","2,631,760","7,380,751","7,734,308","6,877,446","5,869,181","3,995,172","1,370,544","5,357,483","6,217,862","5,471,835","4,171,867","1,993,988",
"Total_de_población_de_15_años_y_más_que_se_traslada_al_trabajo","2019","4,045,378","12,762,527","12,392,722","12,042,331","8,232,497","5,199,824","2,648,005","7,659,556","7,180,423","6,941,881","5,085,654","3,727,970","1,397,373","5,102,971","5,212,299","5,100,450","3,146,843","1,471,854",
"Total_de_población_de_15_años_y_más_que_se_traslada_al_trabajo","2014","3,643,860","11,918,297","11,865,142","10,692,789","6,649,883","3,998,521","2,466,804","7,283,197","7,090,635","6,310,090","4,223,214","2,925,715","1,177,056","4,635,100","4,774,507","4,382,699","2,426,669","1,072,806",
