"Serie","Periodo","Tam_loc|Urbano_Sexo|Total","Tam_loc|Urbano_Sexo|Hombres","Tam_loc|Urbano_Sexo|Mujeres","Tam_loc|Rural_Sexo|Total","Tam_loc|Rural_Sexo|Hombres","Tam_loc|Rural_Sexo|Mujeres",
"Tiempo_de_traslado_al_trabajo_(minutos_por_semana)","2024","16,978,122,767","10,184,464,441","6,793,658,326","3,051,936,401","2,238,717,962","813,218,439",
"Tiempo_de_traslado_al_trabajo_(minutos_por_semana)","2019","17,373,555,172","10,940,484,435","6,433,070,737","3,697,833,683","2,709,369,523","988,464,160",
"Tiempo_de_traslado_al_trabajo_(minutos_por_semana)","2014","14,516,875,919","9,250,712,555","5,266,163,364","3,425,535,578","2,674,754,718","750,780,860",
