"Serie","Periodo","Tam_loc|Urbano_Sexo|Total","Tam_loc|Urbano_Sexo|Hombres","Tam_loc|Urbano_Sexo|Mujeres","Tam_loc|Rural_Sexo|Total","Tam_loc|Rural_Sexo|Hombres","Tam_loc|Rural_Sexo|Mujeres",
"Tiempo_promedio_(en_minutos)_de_traslado_al_trabajo,_desagregado_por_tamaño_de_localidad","2024","349.0008698","370.8735126","320.6515116","292.768487","318.5486186","239.426038",
"Tiempo_promedio_(en_minutos)_de_traslado_al_trabajo,_desagregado_por_tamaño_de_localidad","2019","395.4339158","423.1629136","355.7849081","344.3093325","366.6553834","295.0250027",
"Tiempo_promedio_(en_minutos)_de_traslado_al_trabajo,_desagregado_por_tamaño_de_localidad","2014","370.2537743","397.1284013","330.9159725","358.2977335","381.799868","293.8548254",
