"Periodo","cvegeo","Entidad_federativa","Adolescentes_(de_15_a_19_años)_a_mitad_de_año",
"2025",	00,"Estados Unidos Mexicanos","5,563,771",
"2025",	01,"Aguascalientes","67,567",
"2025",	02,"Baja California","164,621",
"2025",	03,"Baja California Sur","36,464",
"2025",	04,"Campeche","40,288",
"2025",	05,"Coahuila de Zaragoza","139,224",
"2025",	06,"Colima","31,344",
"2025",	07,"Chiapas","291,923",
"2025",	08,"Chihuahua","169,457",
"2025",	09,"Ciudad de México","308,865",
"2025",	10,"Durango","85,320",
"2025",	11,"Guanajuato","279,677",
"2025",	12,"Guerrero","166,303",
"2025",	13,"Hidalgo","146,075",
"2025",	14,"Jalisco","369,533",
"2025",	15,"México","736,530",
"2025",	16,"Michoacán de Ocampo","216,813",
"2025",	17,"Morelos","83,549",
"2025",	18,"Nayarit","57,841",
"2025",	19,"Nuevo León","249,295",
"2025",	20,"Oaxaca","194,183",
"2025",	21,"Puebla","309,616",
"2025",	22,"Querétaro","106,989",
"2025",	23,"Quintana Roo","83,455",
"2025",	24,"San Luis Potosí","126,399",
"2025",	25,"Sinaloa","132,219",
"2025",	26,"Sonora","130,404",
"2025",	27,"Tabasco","108,541",
"2025",	28,"Tamaulipas","154,514",
"2025",	29,"Tlaxcala","62,712",
"2025",	30,"Veracruz de Ignacio de la Llave","337,154",
"2025",	31,"Yucatán","101,238",
"2025",	32,"Zacatecas","75,658",
"2024",	00,"Estados Unidos Mexicanos","5,564,987",
"2024",	01,"Aguascalientes","67,253",
"2024",	02,"Baja California","164,202",
"2024",	03,"Baja California Sur","35,988",
"2024",	04,"Campeche","40,045",
"2024",	05,"Coahuila de Zaragoza","138,240",
"2024",	06,"Colima","31,311",
"2024",	07,"Chiapas","288,695",
"2024",	08,"Chihuahua","169,245",
"2024",	09,"Ciudad de México","314,016",
"2024",	10,"Durango","84,882",
"2024",	11,"Guanajuato","280,162",
"2024",	12,"Guerrero","167,389",
"2024",	13,"Hidalgo","145,383",
"2024",	14,"Jalisco","369,197",
"2024",	15,"México","741,830",
"2024",	16,"Michoacán de Ocampo","215,732",
"2024",	17,"Morelos","83,837",
"2024",	18,"Nayarit","57,285",
"2024",	19,"Nuevo León","247,650",
"2024",	20,"Oaxaca","193,630",
"2024",	21,"Puebla","309,944",
"2024",	22,"Querétaro","106,167",
"2024",	23,"Quintana Roo","82,307",
"2024",	24,"San Luis Potosí","126,955",
"2024",	25,"Sinaloa","132,707",
"2024",	26,"Sonora","130,484",
"2024",	27,"Tabasco","108,314",
"2024",	28,"Tamaulipas","154,279",
"2024",	29,"Tlaxcala","62,699",
"2024",	30,"Veracruz de Ignacio de la Llave","339,091",
"2024",	31,"Yucatán","100,817",
"2024",	32,"Zacatecas","75,251",
"2023",	00,"Estados Unidos Mexicanos","5,564,568",
"2023",	01,"Aguascalientes","67,018",
"2023",	02,"Baja California","163,801",
"2023",	03,"Baja California Sur","35,453",
"2023",	04,"Campeche","39,840",
"2023",	05,"Coahuila de Zaragoza","137,523",
"2023",	06,"Colima","31,262",
"2023",	07,"Chiapas","285,312",
"2023",	08,"Chihuahua","168,959",
"2023",	09,"Ciudad de México","319,202",
"2023",	10,"Durango","84,462",
"2023",	11,"Guanajuato","280,796",
"2023",	12,"Guerrero","168,257",
"2023",	13,"Hidalgo","144,388",
"2023",	14,"Jalisco","368,878",
"2023",	15,"México","746,300",
"2023",	16,"Michoacán de Ocampo","214,657",
"2023",	17,"Morelos","84,146",
"2023",	18,"Nayarit","56,642",
"2023",	19,"Nuevo León","246,293",
"2023",	20,"Oaxaca","192,736",
"2023",	21,"Puebla","310,153",
"2023",	22,"Querétaro","105,348",
"2023",	23,"Quintana Roo","81,175",
"2023",	24,"San Luis Potosí","127,486",
"2023",	25,"Sinaloa","133,186",
"2023",	26,"Sonora","130,507",
"2023",	27,"Tabasco","108,045",
"2023",	28,"Tamaulipas","153,959",
"2023",	29,"Tlaxcala","62,657",
"2023",	30,"Veracruz de Ignacio de la Llave","340,786",
"2023",	31,"Yucatán","100,515",
"2023",	32,"Zacatecas","74,826",
"2022",	00,"Estados Unidos Mexicanos","5,571,193",
"2022",	01,"Aguascalientes","66,943",
"2022",	02,"Baja California","163,695",
"2022",	03,"Baja California Sur","34,926",
"2022",	04,"Campeche","39,740",
"2022",	05,"Coahuila de Zaragoza","137,228",
"2022",	06,"Colima","31,250",
"2022",	07,"Chiapas","282,306",
"2022",	08,"Chihuahua","168,825",
"2022",	09,"Ciudad de México","325,009",
"2022",	10,"Durango","84,196",
"2022",	11,"Guanajuato","281,967",
"2022",	12,"Guerrero","169,194",
"2022",	13,"Hidalgo","143,321",
"2022",	14,"Jalisco","369,177",
"2022",	15,"México","751,004",
"2022",	16,"Michoacán de Ocampo","213,977",
"2022",	17,"Morelos","84,596",
"2022",	18,"Nayarit","56,020",
"2022",	19,"Nuevo León","245,546",
"2022",	20,"Oaxaca","191,839",
"2022",	21,"Puebla","310,685",
"2022",	22,"Querétaro","104,724",
"2022",	23,"Quintana Roo","80,230",
"2022",	24,"San Luis Potosí","128,161",
"2022",	25,"Sinaloa","133,845",
"2022",	26,"Sonora","130,664",
"2022",	27,"Tabasco","107,908",
"2022",	28,"Tamaulipas","153,772",
"2022",	29,"Tlaxcala","62,671",
"2022",	30,"Veracruz de Ignacio de la Llave","342,798",
"2022",	31,"Yucatán","100,464",
"2022",	32,"Zacatecas","74,512",
"2021",	00,"Estados Unidos Mexicanos","5,589,928",
"2021",	01,"Aguascalientes","67,065",
"2021",	02,"Baja California","164,043",
"2021",	03,"Baja California Sur","34,453",
"2021",	04,"Campeche","39,800",
"2021",	05,"Coahuila de Zaragoza","137,412",
"2021",	06,"Colima","31,309",
"2021",	07,"Chiapas","280,008",
"2021",	08,"Chihuahua","168,981",
"2021",	09,"Ciudad de México","331,814",
"2021",	10,"Durango","84,158",
"2021",	11,"Guanajuato","283,902",
"2021",	12,"Guerrero","170,388",
"2021",	13,"Hidalgo","142,328",
"2021",	14,"Jalisco","370,386",
"2021",	15,"México","756,547",
"2021",	16,"Michoacán de Ocampo","213,945",
"2021",	17,"Morelos","85,270",
"2021",	18,"Nayarit","55,495",
"2021",	19,"Nuevo León","245,530",
"2021",	20,"Oaxaca","191,192",
"2021",	21,"Puebla","311,793",
"2021",	22,"Querétaro","104,412",
"2021",	23,"Quintana Roo","79,588",
"2021",	24,"San Luis Potosí","129,079",
"2021",	25,"Sinaloa","134,766",
"2021",	26,"Sonora","131,051",
"2021",	27,"Tabasco","108,019",
"2021",	28,"Tamaulipas","153,831",
"2021",	29,"Tlaxcala","62,789",
"2021",	30,"Veracruz de Ignacio de la Llave","345,458",
"2021",	31,"Yucatán","100,727",
"2021",	32,"Zacatecas","74,389",
"2020",	00,"Estados Unidos Mexicanos","5,618,427",
"2020",	01,"Aguascalientes","67,322",
"2020",	02,"Baja California","164,757",
"2020",	03,"Baja California Sur","34,031",
"2020",	04,"Campeche","40,004",
"2020",	05,"Coahuila de Zaragoza","137,942",
"2020",	06,"Colima","31,427",
"2020",	07,"Chiapas","278,401",
"2020",	08,"Chihuahua","169,334",
"2020",	09,"Ciudad de México","339,545",
"2020",	10,"Durango","84,313",
"2020",	11,"Guanajuato","286,413",
"2020",	12,"Guerrero","171,828",
"2020",	13,"Hidalgo","141,406",
"2020",	14,"Jalisco","372,312",
"2020",	15,"México","762,573",
"2020",	16,"Michoacán de Ocampo","214,506",
"2020",	17,"Morelos","86,118",
"2020",	18,"Nayarit","55,058",
"2020",	19,"Nuevo León","246,026",
"2020",	20,"Oaxaca","190,820",
"2020",	21,"Puebla","313,309",
"2020",	22,"Querétaro","104,360",
"2020",	23,"Quintana Roo","79,244",
"2020",	24,"San Luis Potosí","130,164",
"2020",	25,"Sinaloa","135,855",
"2020",	26,"Sonora","131,593",
"2020",	27,"Tabasco","108,357",
"2020",	28,"Tamaulipas","154,075",
"2020",	29,"Tlaxcala","62,970",
"2020",	30,"Veracruz de Ignacio de la Llave","348,732",
"2020",	31,"Yucatán","101,209",
"2020",	32,"Zacatecas","74,423",
"2019",	00,"Estados Unidos Mexicanos","5,647,119",
"2019",	01,"Aguascalientes","67,521",
"2019",	02,"Baja California","164,437",
"2019",	03,"Baja California Sur","33,652",
"2019",	04,"Campeche","40,468",
"2019",	05,"Coahuila de Zaragoza","138,613",
"2019",	06,"Colima","31,683",
"2019",	07,"Chiapas","277,878",
"2019",	08,"Chihuahua","169,715",
"2019",	09,"Ciudad de México","344,800",
"2019",	10,"Durango","84,721",
"2019",	11,"Guanajuato","289,017",
"2019",	12,"Guerrero","174,257",
"2019",	13,"Hidalgo","140,558",
"2019",	14,"Jalisco","374,006",
"2019",	15,"México","765,900",
"2019",	16,"Michoacán de Ocampo","216,356",
"2019",	17,"Morelos","87,045",
"2019",	18,"Nayarit","54,891",
"2019",	19,"Nuevo León","245,177",
"2019",	20,"Oaxaca","191,667",
"2019",	21,"Puebla","314,520",
"2019",	22,"Querétaro","104,061",
"2019",	23,"Quintana Roo","78,415",
"2019",	24,"San Luis Potosí","131,512",
"2019",	25,"Sinaloa","137,193",
"2019",	26,"Sonora","132,294",
"2019",	27,"Tabasco","109,271",
"2019",	28,"Tamaulipas","154,452",
"2019",	29,"Tlaxcala","63,118",
"2019",	30,"Veracruz de Ignacio de la Llave","353,776",
"2019",	31,"Yucatán","101,430",
"2019",	32,"Zacatecas","74,715",
"2018",	00,"Estados Unidos Mexicanos","5,665,627",
"2018",	01,"Aguascalientes","67,530",
"2018",	02,"Baja California","162,737",
"2018",	03,"Baja California Sur","33,262",
"2018",	04,"Campeche","41,074",
"2018",	05,"Coahuila de Zaragoza","139,135",
"2018",	06,"Colima","32,015",
"2018",	07,"Chiapas","277,819",
"2018",	08,"Chihuahua","169,874",
"2018",	09,"Ciudad de México","346,756",
"2018",	10,"Durango","85,197",
"2018",	11,"Guanajuato","291,167",
"2018",	12,"Guerrero","177,366",
"2018",	13,"Hidalgo","139,601",
"2018",	14,"Jalisco","374,759",
"2018",	15,"México","765,614",
"2018",	16,"Michoacán de Ocampo","218,975",
"2018",	17,"Morelos","87,875",
"2018",	18,"Nayarit","54,891",
"2018",	19,"Nuevo León","242,514",
"2018",	20,"Oaxaca","193,385",
"2018",	21,"Puebla","314,939",
"2018",	22,"Querétaro","103,259",
"2018",	23,"Quintana Roo","76,831",
"2018",	24,"San Luis Potosí","132,915",
"2018",	25,"Sinaloa","138,565",
"2018",	26,"Sonora","132,964",
"2018",	27,"Tabasco","110,532",
"2018",	28,"Tamaulipas","154,711",
"2018",	29,"Tlaxcala","63,145",
"2018",	30,"Veracruz de Ignacio de la Llave","359,913",
"2018",	31,"Yucatán","101,184",
"2018",	32,"Zacatecas","75,123",
"2017",	00,"Estados Unidos Mexicanos","5,670,370",
"2017",	01,"Aguascalientes","67,367",
"2017",	02,"Baja California","160,638",
"2017",	03,"Baja California Sur","32,797",
"2017",	04,"Campeche","41,579",
"2017",	05,"Coahuila de Zaragoza","139,316",
"2017",	06,"Colima","32,266",
"2017",	07,"Chiapas","277,104",
"2017",	08,"Chihuahua","169,636",
"2017",	09,"Ciudad de México","347,866",
"2017",	10,"Durango","85,471",
"2017",	11,"Guanajuato","292,590",
"2017",	12,"Guerrero","180,046",
"2017",	13,"Hidalgo","138,326",
"2017",	14,"Jalisco","374,590",
"2017",	15,"México","763,572",
"2017",	16,"Michoacán de Ocampo","221,047",
"2017",	17,"Morelos","88,484",
"2017",	18,"Nayarit","54,761",
"2017",	19,"Nuevo León","239,277",
"2017",	20,"Oaxaca","194,615",
"2017",	21,"Puebla","314,594",
"2017",	22,"Querétaro","102,143",
"2017",	23,"Quintana Roo","75,004",
"2017",	24,"San Luis Potosí","133,988",
"2017",	25,"Sinaloa","139,602",
"2017",	26,"Sonora","133,323",
"2017",	27,"Tabasco","111,530",
"2017",	28,"Tamaulipas","154,616",
"2017",	29,"Tlaxcala","63,024",
"2017",	30,"Veracruz de Ignacio de la Llave","365,178",
"2017",	31,"Yucatán","100,666",
"2017",	32,"Zacatecas","75,354",
"2016",	00,"Estados Unidos Mexicanos","5,666,681",
"2016",	01,"Aguascalientes","67,096",
"2016",	02,"Baja California","158,310",
"2016",	03,"Baja California Sur","32,289",
"2016",	04,"Campeche","42,017",
"2016",	05,"Coahuila de Zaragoza","139,287",
"2016",	06,"Colima","32,469",
"2016",	07,"Chiapas","275,969",
"2016",	08,"Chihuahua","169,159",
"2016",	09,"Ciudad de México","348,496",
"2016",	10,"Durango","85,618",
"2016",	11,"Guanajuato","293,564",
"2016",	12,"Guerrero","182,433",
"2016",	13,"Hidalgo","136,868",
"2016",	14,"Jalisco","373,850",
"2016",	15,"México","760,516",
"2016",	16,"Michoacán de Ocampo","222,764",
"2016",	17,"Morelos","88,957",
"2016",	18,"Nayarit","54,553",
"2016",	19,"Nuevo León","235,719",
"2016",	20,"Oaxaca","195,527",
"2016",	21,"Puebla","313,781",
"2016",	22,"Querétaro","100,819",
"2016",	23,"Quintana Roo","73,028",
"2016",	24,"San Luis Potosí","134,846",
"2016",	25,"Sinaloa","140,430",
"2016",	26,"Sonora","133,492",
"2016",	27,"Tabasco","112,364",
"2016",	28,"Tamaulipas","154,312",
"2016",	29,"Tlaxcala","62,817",
"2016",	30,"Veracruz de Ignacio de la Llave","369,878",
"2016",	31,"Yucatán","99,982",
"2016",	32,"Zacatecas","75,471",
"2015",	00,"Estados Unidos Mexicanos","5,662,037",
"2015",	01,"Aguascalientes","66,808",
"2015",	02,"Baja California","156,206",
"2015",	03,"Baja California Sur","31,782",
"2015",	04,"Campeche","42,404",
"2015",	05,"Coahuila de Zaragoza","139,238",
"2015",	06,"Colima","32,635",
"2015",	07,"Chiapas","274,715",
"2015",	08,"Chihuahua","168,726",
"2015",	09,"Ciudad de México","349,323",
"2015",	10,"Durango","85,723",
"2015",	11,"Guanajuato","294,480",
"2015",	12,"Guerrero","184,650",
"2015",	13,"Hidalgo","135,443",
"2015",	14,"Jalisco","373,146",
"2015",	15,"México","757,256",
"2015",	16,"Michoacán de Ocampo","224,406",
"2015",	17,"Morelos","89,372",
"2015",	18,"Nayarit","54,324",
"2015",	19,"Nuevo León","232,317",
"2015",	20,"Oaxaca","196,400",
"2015",	21,"Puebla","312,953",
"2015",	22,"Querétaro","99,567",
"2015",	23,"Quintana Roo","71,143",
"2015",	24,"San Luis Potosí","135,643",
"2015",	25,"Sinaloa","141,120",
"2015",	26,"Sonora","133,547",
"2015",	27,"Tabasco","113,064",
"2015",	28,"Tamaulipas","153,970",
"2015",	29,"Tlaxcala","62,576",
"2015",	30,"Veracruz de Ignacio de la Llave","374,191",
"2015",	31,"Yucatán","99,352",
"2015",	32,"Zacatecas","75,557",
"2014",	00,"Estados Unidos Mexicanos","5,662,384",
"2014",	01,"Aguascalientes","66,178",
"2014",	02,"Baja California","155,224",
"2014",	03,"Baja California Sur","31,318",
"2014",	04,"Campeche","42,590",
"2014",	05,"Coahuila de Zaragoza","138,637",
"2014",	06,"Colima","32,629",
"2014",	07,"Chiapas","273,985",
"2014",	08,"Chihuahua","168,398",
"2014",	09,"Ciudad de México","353,319",
"2014",	10,"Durango","85,719",
"2014",	11,"Guanajuato","295,134",
"2014",	12,"Guerrero","186,249",
"2014",	13,"Hidalgo","134,988",
"2014",	14,"Jalisco","372,657",
"2014",	15,"México","755,635",
"2014",	16,"Michoacán de Ocampo","226,275",
"2014",	17,"Morelos","89,630",
"2014",	18,"Nayarit","54,188",
"2014",	19,"Nuevo León","228,773",
"2014",	20,"Oaxaca","197,966",
"2014",	21,"Puebla","312,480",
"2014",	22,"Querétaro","98,694",
"2014",	23,"Quintana Roo","69,828",
"2014",	24,"San Luis Potosí","136,069",
"2014",	25,"Sinaloa","141,119",
"2014",	26,"Sonora","132,836",
"2014",	27,"Tabasco","113,626",
"2014",	28,"Tamaulipas","153,781",
"2014",	29,"Tlaxcala","62,259",
"2014",	30,"Veracruz de Ignacio de la Llave","377,374",
"2014",	31,"Yucatán","99,003",
"2014",	32,"Zacatecas","75,823",
"2013",	00,"Estados Unidos Mexicanos","5,670,895",
"2013",	01,"Aguascalientes","65,261",
"2013",	02,"Baja California","155,212",
"2013",	03,"Baja California Sur","30,910",
"2013",	04,"Campeche","42,634",
"2013",	05,"Coahuila de Zaragoza","137,574",
"2013",	06,"Colima","32,493",
"2013",	07,"Chiapas","273,977",
"2013",	08,"Chihuahua","168,225",
"2013",	09,"Ciudad de México","360,424",
"2013",	10,"Durango","85,682",
"2013",	11,"Guanajuato","295,697",
"2013",	12,"Guerrero","187,449",
"2013",	13,"Hidalgo","135,520",
"2013",	14,"Jalisco","372,502",
"2013",	15,"México","756,217",
"2013",	16,"Michoacán de Ocampo","228,500",
"2013",	17,"Morelos","89,818",
"2013",	18,"Nayarit","54,181",
"2013",	19,"Nuevo León","225,092",
"2013",	20,"Oaxaca","200,315",
"2013",	21,"Puebla","312,490",
"2013",	22,"Querétaro","98,135",
"2013",	23,"Quintana Roo","68,992",
"2013",	24,"San Luis Potosí","136,245",
"2013",	25,"Sinaloa","140,622",
"2013",	26,"Sonora","131,554",
"2013",	27,"Tabasco","114,223",
