"Periodo","cvegeo","Entidad_federativa","Tasa_de_fecundidad_en_adolescentes_(de_15_a_19_años)_por_cada_1_000_mujeres_de_ese_grupo_de_edad",
"2025",	00,"Estados Unidos Mexicanos","58.68646954",
"2025",	01,"Aguascalientes","60.31050661",
"2025",	02,"Baja California","48.99131945",
"2025",	03,"Baja California Sur","56.52150066",
"2025",	04,"Campeche","51.35524226",
"2025",	05,"Coahuila de Zaragoza","68.97517669",
"2025",	06,"Colima","50.28075549",
"2025",	07,"Chiapas","78.33572552",
"2025",	08,"Chihuahua","55.26475743",
"2025",	09,"Ciudad de México","47.29250643",
"2025",	10,"Durango","50.75011721",
"2025",	11,"Guanajuato","55.29950622",
"2025",	12,"Guerrero","59.27133004",
"2025",	13,"Hidalgo","51.30925894",
"2025",	14,"Jalisco","63.5531874",
"2025",	15,"México","53.97607701",
"2025",	16,"Michoacán de Ocampo","64.59944745",
"2025",	17,"Morelos","51.39498977",
"2025",	18,"Nayarit","61.59990318",
"2025",	19,"Nuevo León","67.67885437",
"2025",	20,"Oaxaca","64.30532024",
"2025",	21,"Puebla","66.74719653",
"2025",	22,"Querétaro","59.58556487",
"2025",	23,"Quintana Roo","53.35809718",
"2025",	24,"San Luis Potosí","55.62544007",
"2025",	25,"Sinaloa","58.96278145",
"2025",	26,"Sonora","57.98135027",
"2025",	27,"Tabasco","56.48556767",
"2025",	28,"Tamaulipas","58.32481199",
"2025",	29,"Tlaxcala","68.79066207",
"2025",	30,"Veracruz de Ignacio de la Llave","51.57287174",
"2025",	31,"Yucatán","48.19336613",
"2025",	32,"Zacatecas","66.2719078",
"2024",	00,"Estados Unidos Mexicanos","59.46",
"2024",	01,"Aguascalientes","61.45",
"2024",	02,"Baja California","49.8",
"2024",	03,"Baja California Sur","56.88",
"2024",	04,"Campeche","52.49",
"2024",	05,"Coahuila de Zaragoza","68.76",
"2024",	06,"Colima","51.36",
"2024",	07,"Chiapas","79.87",
"2024",	08,"Chihuahua","56.01",
"2024",	09,"Ciudad de México","47.21",
"2024",	10,"Durango","52.98",
"2024",	11,"Guanajuato","56.97",
"2024",	12,"Guerrero","61.49",
"2024",	13,"Hidalgo","51.85",
"2024",	14,"Jalisco","63.93",
"2024",	15,"México","54.53",
"2024",	16,"Michoacán de Ocampo","65.63",
"2024",	17,"Morelos","52.53",
"2024",	18,"Nayarit","62.02",
"2024",	19,"Nuevo León","67.82",
"2024",	20,"Oaxaca","65.58",
"2024",	21,"Puebla","67.42",
"2024",	22,"Querétaro","60.04",
"2024",	23,"Quintana Roo","54.7",
"2024",	24,"San Luis Potosí","57.12",
"2024",	25,"Sinaloa","59.27",
"2024",	26,"Sonora","57.85",
"2024",	27,"Tabasco","57.81",
"2024",	28,"Tamaulipas","58.78",
"2024",	29,"Tlaxcala","69.22",
"2024",	30,"Veracruz de Ignacio de la Llave","52.56",
"2024",	31,"Yucatán","49.63",
"2024",	32,"Zacatecas","67.45",
