"Serie","Periodo","Sexo|Total","Sexo|Hombres","Sexo|Mujeres",
"Ocupados_informales_no_agropecuarios","2020","22,356,112","12,259,134","10,096,978",
"Ocupados_informales_no_agropecuarios","2019","25,123,479","13,415,622","11,707,857",
"Ocupados_informales_no_agropecuarios","2018","24,414,618","13,290,634","11,123,984",
"Ocupados_informales_no_agropecuarios","2017","23,756,041","13,011,351","10,744,690",
"Ocupados_informales_no_agropecuarios","2016","23,579,684","12,799,276","10,780,408",
"Ocupados_informales_no_agropecuarios","2015","23,240,233","12,589,772","10,650,461",
"Ocupados_informales_no_agropecuarios","2014","22,490,165","12,200,133","10,290,032",
"Ocupados_informales_no_agropecuarios","2013","22,903,231","12,359,923","10,543,308",
"Ocupados_informales_no_agropecuarios","2012","23,001,522","12,458,175","10,543,348",
"Ocupados_informales_no_agropecuarios","2011","22,210,830","12,177,073","10,033,757",
"Ocupados_informales_no_agropecuarios","2010","21,666,875","11,888,547","9,778,327",
"Ocupados_informales_no_agropecuarios","2009","21,367,917","11,730,467","9,637,450",
"Ocupados_informales_no_agropecuarios","2008","20,574,369","11,377,676","9,196,693",
"Ocupados_informales_no_agropecuarios","2007","20,118,221","11,104,131","9,014,090",
"Ocupados_informales_no_agropecuarios","2006","19,731,832","10,962,300","8,769,532",
"Ocupados_informales_no_agropecuarios","2005","19,341,865","10,847,149","8,494,716",
"Ocupados_informales_no_agropecuarios","2004","18,139,285","10,542,388","7,596,898",
"Ocupados_informales_no_agropecuarios","2003","17,556,836","10,343,228","7,213,609",
"Ocupados_informales_no_agropecuarios","2002","16,807,296","9,948,228","6,859,069",
"Ocupados_informales_no_agropecuarios","2001","16,168,132","9,570,710","6,597,422",
"Ocupados_informales_no_agropecuarios","2000","15,990,448","9,500,972","6,489,475",
"Ocupados_informales_no_agropecuarios","1999","15,453,363","9,217,201","6,236,162",
"Ocupados_informales_no_agropecuarios","1998","15,552,258","9,284,046","6,268,212",
"Ocupados_informales_no_agropecuarios","1997","14,741,497","8,634,076","6,107,421",
"Ocupados_informales_no_agropecuarios","1996","14,077,499","8,664,699","5,412,800",
"Ocupados_informales_no_agropecuarios","1995","13,143,907","7,939,326","5,204,581",
