"Serie","Periodo","Sexo|Total","Sexo|Hombres","Sexo|Mujeres",
"Población_ocupada_no_agropecuaria","2020","44,780,371","25,626,302","19,154,069",
"Población_ocupada_no_agropecuaria","2019","48,183,755","27,477,502","20,706,253",
"Población_ocupada_no_agropecuaria","2018","46,894,715","27,065,012","19,829,703",
"Población_ocupada_no_agropecuaria","2017","45,529,481","26,376,850","19,152,631",
"Población_ocupada_no_agropecuaria","2016","44,884,492","25,907,167","18,977,325",
"Población_ocupada_no_agropecuaria","2015","43,867,387","25,356,322","18,511,066",
"Población_ocupada_no_agropecuaria","2014","42,664,863","24,688,116","17,976,747",
"Población_ocupada_no_agropecuaria","2013","42,561,787","24,472,009","18,089,778",
"Población_ocupada_no_agropecuaria","2012","42,083,787","24,273,364","17,810,424",
"Población_ocupada_no_agropecuaria","2011","40,744,404","23,693,835","17,050,569",
"Población_ocupada_no_agropecuaria","2010","39,755,806","23,121,257","16,634,549",
"Población_ocupada_no_agropecuaria","2009","39,218,059","22,777,702","16,440,357",
"Población_ocupada_no_agropecuaria","2008","38,829,925","22,767,972","16,061,953",
"Población_ocupada_no_agropecuaria","2007","38,186,338","22,352,316","15,834,023",
"Población_ocupada_no_agropecuaria","2006","37,251,794","21,864,333","15,387,461",
"Población_ocupada_no_agropecuaria","2005","35,860,125","21,228,195","14,631,930",
"Población_ocupada_no_agropecuaria","2004","33,756,695","20,334,414","13,422,281",
"Población_ocupada_no_agropecuaria","2003","32,711,675","19,882,547","12,829,128",
"Población_ocupada_no_agropecuaria","2002","31,889,944","19,410,746","12,479,198",
"Población_ocupada_no_agropecuaria","2001","31,336,810","19,111,956","12,224,854",
"Población_ocupada_no_agropecuaria","2000","31,148,325","19,034,803","12,113,522",
"Población_ocupada_no_agropecuaria","1999","29,384,570","18,121,442","11,263,128",
"Población_ocupada_no_agropecuaria","1998","29,387,011","18,131,239","11,255,772",
"Población_ocupada_no_agropecuaria","1997","27,191,568","16,683,410","10,508,158",
"Población_ocupada_no_agropecuaria","1996","26,223,742","16,349,286","9,874,456",
"Población_ocupada_no_agropecuaria","1995","24,689,189","15,316,465","9,372,724",
